########################### MODEL 100 states #################################
-------------- Train Model with 100 states------------------
BW-Algo: 90.iteration taking 84.24699997901917 LogLiklihood: -25995.870207493368
BW-Algo: 91.iteration taking 86.9539999961853 LogLiklihood: -25994.739772683522
BW-Algo: 92.iteration taking 85.26900005340576 LogLiklihood: -25993.332616219453
BW-Algo: 93.iteration taking 86.15700006484985 LogLiklihood: -25991.72522356756
BW-Algo: 94.iteration taking 85.92899990081787 LogLiklihood: -25990.144434965856
BW-Algo: 95.iteration taking 83.02500009536743 LogLiklihood: -25988.295706048462
BW-Algo: 96.iteration taking 86.07799983024597 LogLiklihood: -25985.856920786468
BW-Algo: 97.iteration taking 84.03900003433228 LogLiklihood: -25983.417095661665
BW-Algo: 98.iteration taking 86.99900007247925 LogLiklihood: -25981.178855003865
BW-Algo: 99.iteration taking 85.60399985313416 LogLiklihood: -25978.741897592772
BW-Algo: 100.iteration taking 86.12100005149841 LogLiklihood: -25976.060748021657
 ### Timing: {8707315 milliseconds} ### 
-------------- Calc forecast distribution for {200} states------------------
 ### Timing: {5656 milliseconds} ### 
-------------- Generate PIT plots for {200} states------------------
 ### Timing: {1402 milliseconds} ### 
