HistoricWindowLength,CRPS
1,1.5678357467284614
3,0.9145669717391441
5,0.8620270135415584
10,0.828231730424037
25,0.8258927462168011
50,0.8258677680842101
100,0.8258686954965001
200,0.8258686954930268
