HistoricWindowLength,CRPS
1,2.101100754259858
3,1.104312078671075
2,1.2860771947390852
5,0.8677626618026855
10,0.821115949711722
25,0.8218829873185752
50,0.8218709739230047
100,0.8218729317320919
200,0.8218729653722583
