HistoricWindowLength,CRPS
1,1.4721840605124603
3,1.0358422153136657
5,0.9452486154747827
10,0.916237226192485
25,0.9156873518929045
50,0.9156861908093535
100,0.9156861908364649
200,0.9156861908364649
