HistoricWindowLength,CRPS
1,1.18644117315571
3,0.9414097544362559
2,1.12265947846549
5,0.8746781974182345
10,0.8351383156125656
25,0.8232145675336302
50,0.8231867190400753
100,0.8231867187008206
200,0.8231867187008206
