HistoricWindowLength,CRPS
1,2.489109224685855
3,1.0101156640113544
5,0.8570366931806455
10,0.8258705182917765
25,0.821394521324119
50,0.8213496984822436
100,0.8213461902048429
200,0.8213461899943665
