HistoricWindowLength,CRPS
1,2.3065850971722015
3,1.57909355797365
2,1.8159217439501851
5,1.3962819497349475
10,1.3587982368721085
25,1.3586914688169482
50,1.358691527585004
100,1.3586915275846159
200,1.3586915275846159
